ha	UH	ha
fall	NN	fall
down	RB	down
.	SENT	.
eye	NN	eye
?	SENT	?
eye	NN	eye
?	SENT	?
him	PP	him
have	VHP	have
eye	NN	eye
.	SENT	.
stick	VV	stick
in	IN	in
the	DT	the
eye	NN	eye
?	SENT	?
eye	NN	eye
.	SENT	.
doggie	JJ	doggie
.	SENT	.
put	VV	put
it	PP	it
on	IN	on
.	SENT	.
there	RB	there
.	SENT	.
Jenko	NP	jenko
eat	VV	eat
it	PP	it
?	SENT	?
there	RB	there
some	DT	some
for	IN	for
Mommy	NP	mommy
.	SENT	.
what	WP	what
's	VVZ	's
Nomi	NP	nomi
do	VVP	do
?	SENT	?
what	WP	what
's	VVZ	's
Nomi	NP	nomi
do	VVP	do
?	SENT	?
alright	NN	alright
.	SENT	.
uh	UH	uh
toys	NNS	toy
.	SENT	.
who	WP	who
's	VVZ	's
that	IN	that
?	SENT	?
who	WP	who
's	VVZ	's
that	IN	that
?	SENT	?
a	DT	a
little	JJ	little
doll	NN	doll
?	SENT	?
I	PP	i
see	VVP	see
him	PP	him
.	SENT	.
I	PP	i
see	VVP	see
him	PP	him
.	SENT	.
I	PP	i
see	VVP	see
him	PP	him
.	SENT	.
trauma	NN	trauma
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
traumy	NN	traumy
?	SENT	?
traumy	NN	traumy
?	SENT	?
is	VBZ	be
traum	VVG	<unknown>
?	SENT	?
traumy	NN	traumy
?	SENT	?
traumy	NN	traumy
?	SENT	?
that	IN	that
a	DT	a
traumy	NN	traumy
?	SENT	?
can	MD	can
drink	VV	drink
it	PP	it
?	SENT	?
can	MD	can
drink	VV	drink
it	PP	it
?	SENT	?
the	DT	the
dolly	RB	dolly
?	SENT	?
drink	NN	drink
it	PP	it
?	SENT	?
mhm	NN	mhm
.	SENT	.
hungry	JJ	hungry
.	SENT	.
dolly	RB	dolly
's	POS	's
eating	VVG	eat
breakfast	NN	breakfast
.	SENT	.
is	VBZ	be
dolly	RB	dolly
?	SENT	?
she	PP	she
like	VVP	like
it	PP	it
.	SENT	.
you	PP	you
knock	VVP	knock
it	PP	it
.	SENT	.
again	RB	again
.	SENT	.
yeah	UH	yeah
.	SENT	.
no	DT	no
.	SENT	.
do	VVP	do
n't	RB	not
like	IN	like
.	SENT	.
I	PP	i
like	VVP	like
.	SENT	.
no	DT	no
.	SENT	.
scare	NN	scare
me	PP	me
.	SENT	.
I	PP	i
wanna	VVP	wanna
go	VV	go
.	SENT	.
bye	VV	bye
.	SENT	.
again	RB	again
.	SENT	.
again	RB	again
.	SENT	.
afraid	JJ	afraid
?	SENT	?
I	PP	i
'm	VBP	be
afraid	JJ	afraid
?	SENT	?
no	DT	no
.	SENT	.
no	DT	no
.	SENT	.
no	DT	no
.	SENT	.
toy	NN	toy
?	SENT	?
pulling	VVG	pull
toy	NN	toy
?	SENT	?
pulling	VVG	pull
toy	NN	toy
?	SENT	?
oh	UH	oh
.	SENT	.
uh	UH	uh
.	SENT	.
uh	UH	uh
open	JJ	open
it	PP	it
.	SENT	.
it	PP	it
hard	JJ	hard
to	TO	to
do	VV	do
?	SENT	?
is	VBZ	be
it	PP	it
open	JJ	open
?	SENT	?
uh	UH	uh
.	SENT	.
uh	UH	uh
.	SENT	.
uh	UH	uh
.	SENT	.
uh	UH	uh
.	SENT	.
push	VV	push
it	PP	it
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
do	VVP	do
n't	RB	not
cry	VV	cry
.	SENT	.
do	VV	do
n't	RB	not
cry	VV	cry
.	SENT	.
do	VV	do
n't	RB	not
cry	VV	cry
.	SENT	.
do	VV	do
n't	RB	not
cry	VV	cry
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
a	DT	a
booboo	NN	booboo
.	SENT	.
piggie	NN	piggie
.	SENT	.
piggie	NN	piggie
.	SENT	.
piggie	NN	piggie
.	SENT	.
no	DT	no
.	SENT	.
no	DT	no
.	SENT	.
no	DT	no
.	SENT	.
and	CC	and
do	VVP	do
n't	RB	not
.	SENT	.
and	CC	and
.	SENT	.
and	CC	and
.	SENT	.
Georgie	NP	georgie
.	SENT	.
and	CC	and
.	SENT	.
and	CC	and
.	SENT	.
and	CC	and
.	SENT	.
and	CC	and
.	SENT	.
Georgie	NP	georgie
.	SENT	.
Georgie	NP	georgie
.	SENT	.
hey	UH	hey
Georgie	NP	georgie
.	SENT	.
hey	UH	hey
George	NP	george
.	SENT	.
piggie	NN	piggie
.	SENT	.
piggie	NN	piggie
.	SENT	.
yeah	UH	yeah
.	SENT	.
man	NN	man
.	SENT	.
man	NN	man
.	SENT	.
there	EX	there
's	VVZ	's
a	DT	a
monkey	NN	monkey
.	SENT	.
there	EX	there
's	VVZ	's
a	DT	a
monkey	NN	monkey
.	SENT	.
there	EX	there
's	VVZ	's
a	DT	a
monkey	NN	monkey
.	SENT	.
there	EX	there
's	VVZ	's
a	DT	a
monk	NN	monk
.	SENT	.
there	EX	there
's	VVZ	's
a	DT	a
monkey	NN	monkey
.	SENT	.
Agra	NP	agra
.	SENT	.
uh	UH	uh
talk	VV	talk
Gammy	NP	gammy
.	SENT	.
uh	UH	uh
talk	VV	talk
Gammy	NP	gammy
.	SENT	.
uh	UH	uh
talk	VV	talk
Gammy	NP	gammy
.	SENT	.
alright	NN	alright
.	SENT	.
good	JJ	good
week	NN	week
.	SENT	.
okay	JJ	okay
.	SENT	.
I	PP	i
dropped	VVD	drop
it	PP	it
.	SENT	.
I	PP	i
dropped	VVD	drop
it	PP	it
.	SENT	.
microphone	NN	microphone
.	SENT	.
going	VVG	go
around	IN	around
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
yeah	UH	yeah
.	SENT	.
look	VV	look
at	IN	at
the	DT	the
book	NN	book
.	SENT	.
what	WP	what
's	VVZ	's
Agra	NP	agra
?	SENT	?
what	WP	what
's	VVZ	's
Agra	NP	agra
?	SENT	?
what	WP	what
's	VVZ	's
Agra	NP	agra
?	SENT	?
what	WP	what
's	VVZ	's
Agra	NP	agra
doing	VVG	do
?	SENT	?
read	VV	read
this	DT	this
book	NN	book
.	SENT	.
read	VV	read
this	DT	this
book	NN	book
.	SENT	.
this	DT	this
book	NN	book
.	SENT	.
this	DT	this
one	CD	one
.	SENT	.
this	DT	this
one	CD	one
.	SENT	.
read	VV	read
the	DT	the
book	NN	book
.	SENT	.
read	VV	read
the	DT	the
book	NN	book
.	SENT	.
elephant	NN	elephant
.	SENT	.
funny	JJ	funny
animal	NN	animal
.	SENT	.
cow	NN	cow
.	SENT	.
dinosaur	NN	dinosaur
.	SENT	.
duck	NN	duck
.	SENT	.
duck	NN	duck
.	SENT	.
duck	NN	duck
.	SENT	.
duck	NN	duck
.	SENT	.
duck	NN	duck
.	SENT	.
duck	NN	duck
.	SENT	.
dinosaur	NN	dinosaur
.	SENT	.
flower	NN	flower
.	SENT	.
flower	NN	flower
.	SENT	.
flower	NN	flower
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
fish	NN	fish
.	SENT	.
fish	NN	fish
.	SENT	.
there	EX	there
the	DT	the
fish	NN	fish
.	SENT	.
there	EX	there
the	DT	the
fish	NN	fish
.	SENT	.
there	EX	there
the	DT	the
fish	NN	fish
.	SENT	.
what	WP	what
's	VVZ	's
fish	NN	fish
doing	VVG	do
?	SENT	?
what	WP	what
's	VVZ	's
fish	NN	fish
doing	VVG	do
?	SENT	?
what	WP	what
fish	NN	fish
?	SENT	?
swimming	VVG	swim
.	SENT	.
fishie	NN	fishie
.	SENT	.
fishie	NN	fishie
.	SENT	.
fishie	NN	fishie
.	SENT	.
fishie	NN	fishie
.	SENT	.
fishie	NN	fishie
.	SENT	.
see	VV	see
fishies	NNS	<unknown>
.	SENT	.
see	VV	see
fishies	NNS	<unknown>
.	SENT	.
see	VV	see
fishies	NNS	<unknown>
.	SENT	.
book	NN	book
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
happened	VVD	happen
paper	NN	paper
?	SENT	?
what	WP	what
happened	VVD	happen
paper	NN	paper
?	SENT	?
what	WP	what
happened	VVD	happen
paper	NN	paper
?	SENT	?
what	WP	what
happened	VVD	happen
the	DT	the
paper	NN	paper
?	SENT	?
what	WP	what
happened	VVD	happen
the	DT	the
paper	NN	paper
?	SENT	?
eat	VV	eat
it	PP	it
.	SENT	.
you	PP	you
eat	VVP	eat
it	PP	it
.	SENT	.
eat	VV	eat
it	PP	it
.	SENT	.
eat	VV	eat
it	PP	it
.	SENT	.
eat	VV	eat
it	PP	it
.	SENT	.
eat	VV	eat
the	DT	the
book	NN	book
.	SENT	.
eat	VV	eat
the	DT	the
book	NN	book
.	SENT	.
eat	VV	eat
the	DT	the
book	NN	book
.	SENT	.
my	PP$	my
book	NN	book
.	SENT	.
read	VV	read
the	DT	the
book	NN	book
.	SENT	.
read	VV	read
the	DT	the
book	NN	book
.	SENT	.
foot	NN	foot
.	SENT	.
foot	NN	foot
.	SENT	.
read	VV	read
the	DT	the
book	NN	book
.	SENT	.
read	VV	read
the	DT	the
book	NN	book
.	SENT	.
read	VV	read
the	DT	the
book	NN	book
.	SENT	.
I	PP	i
read	VVP	read
book	NN	book
.	SENT	.
get	VV	get
up	VV	up
.	SENT	.
get	VV	get
up	IN	up
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
you	PP	you
turn	VVP	turn
on	IN	on
.	SENT	.
you	PP	you
turn	VVP	turn
on	IN	on
.	SENT	.
you	PP	you
turn	VVP	turn
on	IN	on
.	SENT	.
turn	NN	turn
it	PP	it
on	IN	on
.	SENT	.
what	WP	what
's	VVZ	's
Mommy	NP	mommy
holding	VVG	hold
?	SENT	?
what	WP	what
's	VVZ	's
Mommy	NP	mommy
holding	VVG	hold
?	SENT	?
Agra	NP	agra
's	POS	's
tired	VVN	tire
.	SENT	.
Agra	NP	agra
sleep	VV	sleep
well	RB	well
.	SENT	.
Agra	NP	agra
sleepy	JJ	sleepy
.	SENT	.
go	VV	go
sleep	NN	sleep
.	SENT	.
Agra	NP	agra
.	SENT	.
Agra	NP	agra
.	SENT	.
Agra	NP	agra
.	SENT	.
Agra	NP	agra
.	SENT	.
Agra	NP	agra
.	SENT	.
Agra	NP	agra
.	SENT	.
Agra	NP	agra
.	SENT	.
Agra	NP	agra
.	SENT	.
Agra	NP	agra
's	POS	's
,	,	,
not	RB	not
Nomi	NP	nomi
's	POS	's
.	SENT	.
baby	NN	baby
.	SENT	.
baby	NN	baby
.	SENT	.
baby	NN	baby
.	SENT	.
baby	NN	baby
.	SENT	.
baby	NN	baby
.	SENT	.
salt	NN	salt
.	SENT	.
salt	NN	salt
.	SENT	.
get	VV	get
cloth	NN	cloth
.	SENT	.
washing	VVG	wash
it	PP	it
.	SENT	.
where	WRB	where
salt	NN	salt
go	NN	go
?	SENT	?
where	WRB	where
salt	NN	salt
go	NN	go
?	SENT	?
I	PP	i
'm	VBP	be
squeezing	VVG	squeeze
the	DT	the
baby	NN	baby
.	SENT	.
I	PP	i
'm	VBP	be
squeezing	VVG	squeeze
the	DT	the
baby	NN	baby
.	SENT	.
tired	VVN	tire
?	SENT	?
too	RB	too
early	JJ	early
.	SENT	.
fix	VV	fix
baby	NN	baby
's	POS	's
eyes	NNS	eye
.	SENT	.
going	VVG	go
to	TO	to
fix	VV	fix
baby	NN	baby
's	POS	's
eyes	NNS	eye
.	SENT	.
going	VVG	go
to	TO	to
fix	VV	fix
baby	NN	baby
's	POS	's
eyes	NNS	eye
.	SENT	.
going	VVG	go
to	TO	to
fix	VV	fix
baby	NN	baby
's	POS	's
eyes	NNS	eye
.	SENT	.
ears	NNS	ear
hurt	VVN	hurt
.	SENT	.
put	VV	put
on	IN	on
couch	NN	couch
.	SENT	.
put	VV	put
on	IN	on
couch	NN	couch
.	SENT	.
that	DT	that
's	VVZ	's
my	PP$	my
doll	NN	doll
.	SENT	.
that	DT	that
's	VVZ	's
my	PP$	my
doll	NN	doll
.	SENT	.
what	WP	what
's	VVZ	's
Mommy	NP	mommy
doing	VVG	do
?	SENT	?
what	WP	what
's	VVZ	's
Mommy	NP	mommy
doing	VVG	do
?	SENT	?
put	VV	put
on	IN	on
table	NN	table
.	SENT	.
raining	VVG	rain
hard	JJ	hard
.	SENT	.
raining	VVG	rain
hard	JJ	hard
.	SENT	.
raining	VVG	rain
.	SENT	.
go	VV	go
away	RB	away
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
moth	NN	moth
doing	VVG	do
?	SENT	?
put	VV	put
on	IN	on
baby	NN	baby
.	SENT	.
put	VV	put
on	IN	on
baby	NN	baby
.	SENT	.
hurt	VVN	hurt
.	SENT	.
hurt	VVN	hurt
.	SENT	.
soggy	JJ	soggy
.	SENT	.
put	VV	put
on	IN	on
baby	NN	baby
.	SENT	.
baby	NN	baby
good	JJ	good
.	SENT	.
it	PP	it
cries	VVZ	cry
.	SENT	.
lay	VVD	lie
down	RB	down
.	SENT	.
baby	NN	baby
lay	VVD	lie
down	RB	down
.	SENT	.
crying	VVG	cry
.	SENT	.
I	PP	i
'm	VBP	be
crying	VVG	cry
.	SENT	.
crying	VVG	cry
.	SENT	.
it	PP	it
cries	VVZ	cry
.	SENT	.
it	PP	it
cries	VVZ	cry
.	SENT	.
it	PP	it
cries	VVZ	cry
.	SENT	.
it	PP	it
cries	VVZ	cry
.	SENT	.
it	PP	it
's	VVZ	's
baby	NN	baby
.	SENT	.
it	PP	it
's	VVZ	's
baby	NN	baby
.	SENT	.
it	PP	it
's	VVZ	's
baby	NN	baby
.	SENT	.
it	PP	it
's	VVZ	's
baby	NN	baby
.	SENT	.
it	PP	it
's	VVZ	's
baby	NN	baby
.	SENT	.
this	DT	this
one	CD	one
?	SENT	?
diaper	NN	diaper
.	SENT	.
diaper	NN	diaper
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	WDT	that
?	SENT	?
cover	VV	cover
.	SENT	.
uh	UH	uh
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
uh	UH	uh
go	VV	go
.	SENT	.
uh	UH	uh
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
yup	NN	yup
.	SENT	.
yup	NN	yup
.	SENT	.
yup	NN	yup
.	SENT	.
yup	NN	yup
.	SENT	.
Deorge	NP	deorge
.	SENT	.
George	NP	george
.	SENT	.
play	VV	play
.	SENT	.
play	VV	play
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
peekaboo	NP	peekaboo
Daddy	NP	daddy
.	SENT	.
peekaboo	NP	peekaboo
Daddy	NP	daddy
.	SENT	.
peekaboo	NP	peekaboo
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
Daddy	NP	daddy
.	SENT	.
look	VV	look
arms	NNS	arm
.	SENT	.
see	VV	see
my	PP$	my
arms	NNS	arm
.	SENT	.
what	WP	what
's	VVZ	's
on	IN	on
my	PP$	my
arms	NNS	arm
?	SENT	?
what	WP	what
's	VVZ	's
on	IN	on
my	PP$	my
arms	NNS	arm
?	SENT	?
what	WP	what
's	VVZ	's
on	IN	on
my	PP$	my
arms	NNS	arm
?	SENT	?
what	WP	what
on	IN	on
my	PP$	my
arms	NNS	arm
?	SENT	?
what	WP	what
's	VVZ	's
my	PP$	my
arms	NNS	arm
?	SENT	?
boat	NN	boat
?	SENT	?
yup	NN	yup
.	SENT	.
yup	NN	yup
.	SENT	.
you	PP	you
go	VVP	go
up	IN	up
.	SENT	.
again	RB	again
.	SENT	.
get	VV	get
up	VV	up
.	SENT	.
get	VV	get
up	IN	up
.	SENT	.
yup	NN	yup
.	SENT	.
yup	NN	yup
.	SENT	.
get	VV	get
me	PP	me
up	VV	up
.	SENT	.
get	VV	get
you	PP	you
up	VV	up
.	SENT	.
get	VV	get
you	PP	you
up	VV	up
.	SENT	.
I	PP	i
'm	VBP	be
getting	VVG	get
you	PP	you
up	VV	up
.	SENT	.
getting	VVG	get
getting	VVG	get
you	PP	you
.	SENT	.
you	PP	you
.	SENT	.
get	VV	get
me	PP	me
up	VV	up
.	SENT	.
get	VV	get
me	PP	me
up	VV	up
.	SENT	.
get	VV	get
me	PP	me
.	SENT	.
get	VV	get
me	PP	me
.	SENT	.
get	VV	get
me	PP	me
.	SENT	.
uh	UH	uh
George	NP	george
.	SENT	.
uh	UH	uh
George	NP	george
.	SENT	.
George	NP	george
.	SENT	.
uh	UH	uh
George	NP	george
.	SENT	.
uh	UH	uh
Georgie	NP	georgie
.	SENT	.
uh	UH	uh
George	NP	george
.	SENT	.
Georgie	NP	georgie
.	SENT	.
uh	UH	uh
Georgie	NP	georgie
.	SENT	.
uh	UH	uh
Georgie	NP	georgie
.	SENT	.
what	WP	what
's	VVZ	's
wrong	JJ	wrong
?	SENT	?
peekaboo	NN	peekaboo
.	SENT	.
peekaboo	NN	peekaboo
.	SENT	.
peekaboo	NN	peekaboo
.	SENT	.
Mommy	NP	mommy
.	SENT	.
Mommy	NP	mommy
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
you	PP	you
closed	VVD	close
.	SENT	.
you	PP	you
closed	VVD	close
.	SENT	.
you	PP	you
closed	VVD	close
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hello	UH	hello
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
what	WP	what
?	SENT	?
go	VV	go
.	SENT	.
pottie	NN	pottie
.	SENT	.
yeah	UH	yeah
.	SENT	.
who	WP	who
's	VVZ	's
there	RB	there
?	SENT	?
see	VV	see
Dad	NP	dad
.	SENT	.
go	VV	go
there	RB	there
.	SENT	.
go	VV	go
there	RB	there
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
hi	VV	hi
Daddy	NP	daddy
.	SENT	.
you	PP	you
like	VVP	like
that	IN	that
?	SENT	?
like	IN	like
that	DT	that
?	SENT	?
like	IN	like
that	DT	that
?	SENT	?
go	VV	go
to	TO	to
sleep	VV	sleep
now	RB	now
.	SENT	.
sleep	VV	sleep
now	RB	now
.	SENT	.
lady	NN	lady
.	SENT	.
there	EX	there
's	VVZ	's
lady	NN	lady
.	SENT	.
this	DT	this
is	VBZ	be
lady	NN	lady
.	SENT	.
this	DT	this
a	DT	a
girl	NN	girl
.	SENT	.
kitty	NN	kitty
.	SENT	.
this	DT	this
is	VBZ	be
doggie	JJ	doggie
.	SENT	.
and	CC	and
.	SENT	.
Jenko	NP	jenko
.	SENT	.
and	CC	and
doggie	JJ	doggie
.	SENT	.
kitty	NN	kitty
.	SENT	.
uhuh	NN	uhuh
kitty	NN	kitty
.	SENT	.
uh	UH	uh
be	VB	be
up	IN	up
.	SENT	.
uh	UH	uh
be	VB	be
up	IN	up
Daddy	NP	daddy
.	SENT	.
I	PP	i
jump	VVP	jump
.	SENT	.
I	PP	i
jump	VVP	jump
.	SENT	.
jump	NN	jump
.	SENT	.
I	PP	i
jumping	VVG	jump
.	SENT	.
jumping	VVG	jump
.	SENT	.
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
there	EX	there
's	VVZ	's
one	CD	one
smoke	NN	smoke
.	SENT	.
there	EX	there
's	VVZ	's
smoke	NN	smoke
.	SENT	.
there	EX	there
's	VVZ	's
smoke	NN	smoke
.	SENT	.
there	EX	there
's	VVZ	's
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
four	CD	four
.	SENT	.
six	CD	six
.	SENT	.
there	EX	there
's	VVZ	's
smoke	NN	smoke
.	SENT	.
there	EX	there
's	VVZ	's
smoke	NN	smoke
.	SENT	.
there	EX	there
's	VVZ	's
smoke	NN	smoke
.	SENT	.
there	EX	there
's	VVZ	's
smoke	NN	smoke
.	SENT	.
there	EX	there
's	VVZ	's
smoke	NN	smoke
.	SENT	.
there	EX	there
's	VVZ	's
smoke	NN	smoke
.	SENT	.
uh	UH	uh
draw	VV	draw
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
I	PP	i
draw	VVP	draw
smoke	NN	smoke
.	SENT	.
I	PP	i
drawing	VVG	draw
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
your	PP$	your
eyes	NNS	eye
.	SENT	.
eyes	NNS	eye
.	SENT	.
eyes	NNS	eye
.	SENT	.
eyes	NNS	eye
.	SENT	.
eyes	NNS	eye
.	SENT	.
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
eyes	NNS	eye
.	SENT	.
draw	VV	draw
eye	NN	eye
.	SENT	.
draw	VV	draw
.	SENT	.
draw	VV	draw
.	SENT	.
draw	VV	draw
.	SENT	.
can	MD	can
draw	VV	draw
.	SENT	.
see	VV	see
?	SENT	?
all	DT	all
that	NN	that
?	SENT	?
I	PP	i
'm	VBP	be
going	VVG	go
draw	VV	draw
ap	RB	ap
.	SENT	.
apples	NNS	apple
.	SENT	.
see	VV	see
the	DT	the
apap	RB	apap
.	SENT	.
draw	VV	draw
eyes	NNS	eye
.	SENT	.
uh	UH	uh
draw	VV	draw
eyes	NNS	eye
.	SENT	.
can	MD	can
you	PP	you
draw	VV	draw
eyes	NNS	eye
?	SENT	?
can	MD	can
you	PP	you
draw	VV	draw
eyes	NNS	eye
?	SENT	?
draw	VV	draw
eye	NN	eye
.	SENT	.
draw	VV	draw
this	DT	this
eye	NN	eye
.	SENT	.
hurt	VVN	hurt
.	SENT	.
turn	VV	turn
this	DT	this
around	IN	around
.	SENT	.
turn	NN	turn
this	DT	this
around	IN	around
.	SENT	.
draw	NN	draw
this	DT	this
.	SENT	.
you	PP	you
draw	VVP	draw
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
side	NN	side
.	SENT	.
side	NN	side
.	SENT	.
side	NN	side
.	SENT	.
side	NN	side
.	SENT	.
this	DT	this
is	VBZ	be
side	NN	side
?	SENT	?
this	DT	this
is	VBZ	be
side	NN	side
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
that	IN	that
.	SENT	.
that	IN	that
.	SENT	.
that	IN	that
.	SENT	.
that	IN	that
.	SENT	.
that	IN	that
.	SENT	.
that	IN	that
.	SENT	.
that	IN	that
.	SENT	.
I	PP	i
'm	VBP	be
drawing	VVG	draw
that	IN	that
.	SENT	.
smoke	NN	smoke
?	SENT	?
draw	VV	draw
smoke	NN	smoke
.	SENT	.
I	PP	i
drawing	VVG	draw
smoke	NN	smoke
.	SENT	.
there	EX	there
smoke	NN	smoke
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
smoke	NN	smoke
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
smoke	NN	smoke
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
smoke	NN	smoke
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
smoke	NN	smoke
?	SENT	?
I	PP	i
draw	VVP	draw
smoke	NN	smoke
?	SENT	?
draw	VV	draw
smoke	NN	smoke
.	SENT	.
draw	VV	draw
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
.	SENT	.
smoke	NN	smoke
do	VVP	do
?	SENT	?
smoke	NN	smoke
do	VVP	do
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
Nomi	NP	nomi
do	VVP	do
?	SENT	?
her	PP$	her
scratching	NN	scratch
?	SENT	?
uh	UH	uh
cloth	NN	cloth
.	SENT	.
uh	UH	uh
cloth	NN	cloth
.	SENT	.
uh	UH	uh
cloth	NN	cloth
.	SENT	.
around	IN	around
.	SENT	.
around	IN	around
.	SENT	.
around	IN	around
.	SENT	.
better	JJR	better
.	SENT	.
uh	UH	uh
.	SENT	.
uh	UH	uh
get	VV	get
down	RB	down
.	SENT	.
uh	UH	uh
get	VV	get
down	RB	down
play	VV	play
.	SENT	.
uh	UH	uh
get	VV	get
down	RB	down
.	SENT	.
uh	UH	uh
get	VV	get
down	RB	down
.	SENT	.
microphone	NN	microphone
.	SENT	.
microphone	NN	microphone
.	SENT	.
my	PP$	my
microphone	NN	microphone
.	SENT	.
microphone	NN	microphone
.	SENT	.
microphone	NN	microphone
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
does	VVZ	do
he	PP	he
hear	VVP	hear
me	PP	me
?	SENT	?
get	VV	get
me	PP	me
a	DT	a
diaper	NN	diaper
?	SENT	?
get	VV	get
me	PP	me
a	DT	a
diaper	NN	diaper
,	,	,
okay	JJ	okay
?	SENT	?
